,CustomerID,CompanyName,ContactName,ContactTitle,OrderID,EmployeeID,Freight
622,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10758,3,138.17
623,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10931,4,13.6
624,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,10951,9,30.85
625,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,11033,7,84.74
626,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,11075,8,6.19
627,ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,10281,4,2.94
628,ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,10282,4,12.69
629,ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,10306,1,7.56
630,ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,10917,4,8.29
631,ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,11013,2,32.99
632,SANTG,SantÃ© Gourmet,Jonas Bergulfsen,Owner,10387,1,93.63
633,SANTG,SantÃ© Gourmet,Jonas Bergulfsen,Owner,10520,7,13.37
634,SANTG,SantÃ© Gourmet,Jonas Bergulfsen,Owner,10639,7,38.64
635,SANTG,SantÃ© Gourmet,Jonas Bergulfsen,Owner,10831,3,72.19
636,SANTG,SantÃ© Gourmet,Jonas Bergulfsen,Owner,10909,1,53.05
637,SANTG,SantÃ© Gourmet,Jonas Bergulfsen,Owner,11015,2,4.62
638,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10324,9,214.27
639,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10393,1,126.56
640,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10398,2,89.16
641,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10440,4,86.53
642,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10452,8,140.26
643,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10510,6,367.63
644,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10555,6,252.49
645,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10603,8,48.77
646,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10607,5,200.24
647,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10612,1,544.08
648,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10627,8,107.46
649,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10657,2,352.69
650,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10678,7,388.98
651,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10700,3,65.1
652,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10711,5,52.41
653,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10713,1,167.05
654,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10714,5,24.49
655,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10722,8,74.58
656,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10748,3,232.55
657,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10757,6,8.19
658,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10815,2,14.62
659,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10847,4,487.57
660,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10882,4,23.1
661,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10894,1,116.13
662,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10941,7,400.81
663,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10983,2,657.54
664,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10984,1,211.22
665,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,11002,4,141.16
666,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,11030,7,830.75
667,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,11031,6,227.22
668,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,11064,1,30.09
669,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10359,5,288.43
670,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10377,1,22.21
671,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10388,2,34.86
672,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10472,8,4.2
673,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10523,7,77.63
674,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10547,3,178.43
675,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10800,1,137.44
676,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10804,6,27.33
677,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,10869,5,143.28
678,SIMOB,Simons bistro,Jytte Petersen,Owner,10341,7,26.78
679,SIMOB,Simons bistro,Jytte Petersen,Owner,10417,4,70.29
680,SIMOB,Simons bistro,Jytte Petersen,Owner,10556,2,9.8
681,SIMOB,Simons bistro,Jytte Petersen,Owner,10642,7,41.89
682,SIMOB,Simons bistro,Jytte Petersen,Owner,10669,2,24.39
683,SIMOB,Simons bistro,Jytte Petersen,Owner,10802,4,257.26
684,SIMOB,Simons bistro,Jytte Petersen,Owner,11074,7,18.44
685,SPECD,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,10738,2,2.91
686,SPECD,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,10907,6,9.19
687,SPECD,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,10964,3,87.38
688,SPECD,SpÃ©cialitÃ©s du monde,Dominique Perrier,Marketing Manager,11043,5,8.8
689,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10271,6,4.54
690,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10329,4,191.67
691,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10349,7,8.63
692,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10369,8,195.68
693,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10385,1,30.96
694,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10432,3,4.34
695,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10756,8,73.21
696,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10821,1,36.68
697,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,10974,3,12.96
698,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10252,4,51.3
699,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10302,4,6.27
700,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10458,7,147.06
701,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10463,5,14.78
702,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10475,9,68.52
703,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10767,4,1.59
704,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10841,5,424.3
705,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10846,2,56.46
706,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10885,6,5.64
707,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,10930,4,15.55
708,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,11035,2,0.17
709,SUPRD,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,11038,1,29.59
710,THEBI,The Big Cheese,Liz Nixon,Marketing Manager,10310,8,17.52
711,THEBI,The Big Cheese,Liz Nixon,Marketing Manager,10708,6,2.96
712,THEBI,The Big Cheese,Liz Nixon,Marketing Manager,10805,2,237.34
713,THEBI,The Big Cheese,Liz Nixon,Marketing Manager,10992,1,4.27
714,THECR,The Cracker Box,Liu Wong,Marketing Assistant,10624,4,94.8
715,THECR,The Cracker Box,Liu Wong,Marketing Assistant,10775,7,20.25
716,THECR,The Cracker Box,Liu Wong,Marketing Assistant,11003,3,14.91
717,TOMSP,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,10249,6,11.61
718,TOMSP,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,10438,3,8.24
719,TOMSP,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,10446,6,14.68
720,TOMSP,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,10548,3,1.43
721,TOMSP,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,10608,4,27.79
722,TOMSP,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,10967,2,62.22
723,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10276,8,13.84
724,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10293,1,21.18
725,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10304,1,63.79
726,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10319,7,64.5
727,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10518,4,218.15
728,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10576,3,18.56
729,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10676,2,2.01
730,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10842,1,54.42
731,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,10915,2,3.51
732,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,11069,1,15.67
733,TRADH,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,10292,1,1.35
734,TRADH,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,10496,7,46.77
735,TRADH,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,10606,4,79.4
736,TRADH,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,10830,4,81.83
737,TRADH,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,10834,1,29.78
738,TRADH,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,10839,3,35.43
739,TRAIH,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,10574,4,37.6
740,TRAIH,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,10577,9,25.41
741,TRAIH,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,10822,6,7.0
742,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10367,7,13.55
743,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10399,8,27.36
744,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10465,1,145.04
745,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10591,1,55.92
746,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10602,8,2.92
747,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10688,4,299.09
748,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10744,6,69.19
749,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10769,3,65.06
750,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10921,1,176.48
751,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10946,1,27.2
752,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10994,2,65.53
753,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10251,3,41.34
754,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10334,8,8.56
755,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10450,8,7.23
756,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10459,4,25.09
757,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10478,2,4.81
758,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10546,1,194.72
759,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10806,3,22.11
760,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10814,3,130.94
761,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10843,4,9.26
762,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,10850,1,49.19
763,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,10248,5,32.38
764,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,10274,6,6.01
765,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,10295,2,1.15
766,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,10737,2,7.79
767,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,10739,3,11.08
768,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10301,8,45.08
769,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10312,2,40.26
770,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10348,4,0.78
771,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10356,6,36.71
772,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10513,7,105.65
773,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10632,8,41.38
774,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10640,4,23.55
775,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10651,8,20.6
776,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,10668,1,47.22
777,WANDK,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,11046,8,71.64
778,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10266,3,25.73
779,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10270,1,136.54
780,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10320,5,34.57
781,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10333,5,0.59
782,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10412,8,3.77
783,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10416,8,22.72
784,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10437,8,19.97
785,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10455,8,180.45
786,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10526,4,58.59
787,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10553,2,149.49
788,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10583,2,7.28
789,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10636,4,1.15
790,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10750,9,79.3
791,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,10781,2,73.16
792,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,11025,6,29.17
793,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10256,3,13.97
794,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10420,3,44.12
795,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10585,7,13.41
796,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10644,3,0.14
797,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10803,4,55.23
798,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10809,7,4.87
799,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10900,1,1.66
800,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10905,9,13.72
801,WELLI,Wellington Importadora,Paula Parente,Sales Manager,10935,4,47.59
802,WHITC,White Clover Markets,Karl Jablonski,Owner,10269,5,4.56
803,WHITC,White Clover Markets,Karl Jablonski,Owner,10344,4,23.29
804,WHITC,White Clover Markets,Karl Jablonski,Owner,10469,1,60.18
805,WHITC,White Clover Markets,Karl Jablonski,Owner,10483,7,15.28
806,WHITC,White Clover Markets,Karl Jablonski,Owner,10504,4,59.13
807,WHITC,White Clover Markets,Karl Jablonski,Owner,10596,8,16.34
808,WHITC,White Clover Markets,Karl Jablonski,Owner,10693,3,139.34
809,WHITC,White Clover Markets,Karl Jablonski,Owner,10696,8,102.55
810,WHITC,White Clover Markets,Karl Jablonski,Owner,10723,3,21.72
811,WHITC,White Clover Markets,Karl Jablonski,Owner,10740,4,81.88
812,WHITC,White Clover Markets,Karl Jablonski,Owner,10861,4,14.93
813,WHITC,White Clover Markets,Karl Jablonski,Owner,10904,3,162.95
814,WHITC,White Clover Markets,Karl Jablonski,Owner,11032,2,606.19
815,WHITC,White Clover Markets,Karl Jablonski,Owner,11066,7,44.72
816,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10615,2,0.75
817,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10673,2,22.76
818,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10695,7,16.72
819,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10873,4,0.82
820,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10879,3,8.5
821,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10910,1,38.11
822,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,11005,2,0.75
823,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,10374,1,3.94
824,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,10611,6,80.65
825,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,10792,1,23.79
826,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,10870,5,12.04
827,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,10906,4,26.29
828,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,10998,8,20.31
829,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,11044,4,8.72
